"Trait"	"Predictor"	"Coef"	"St.error"	"t.value"	"P.value"	"Class"
"nodule_number_per_plant"	"genohcl"	-123.866666666666	81.3154692547256	-1.52328539454955	0.134533145199675	"None"
"nodule_number_per_plant"	"genoipd3"	-109.391402731963	86.6575307970574	-1.26234156138312	0.213188413981566	"None"
"nodule_number_per_plant"	"genolatd"	-224.10773602037	144.146712315391	-1.55471971868512	0.126866774928474	"None"
"nodule_number_per_plant"	"genonad1"	35.2546654100424	94.8721465939682	0.371601852342654	0.711895552895207	"None"
"nodule_number_per_plant"	"genodnf1"	6.84060207285569	86.6382618005968	0.0789559015922983	0.937410177658386	"None"
"nodule_number_per_plant"	"genodnf2"	116.966666666666	81.3154692547253	1.43843069146243	0.1570812769533	"None"
"nodule_number_per_plant"	"genodnf3"	159.666666666667	81.3154692547253	1.96354602795812	0.055644040912566	"None"
"nodule_number_per_plant"	"genodnf4"	306.376038955217	109.434159741824	2.7996380625393	0.00745336579784183	"Up"
"nodule_number_per_plant"	"genodnf6"	272.866666666667	81.3154692547255	3.35565506990923	0.00159487600866904	"Up"
"nodule_number_per_plant"	"genodnf7"	-28.6999999999998	81.3154692547254	-0.352946373710215	0.72574089811787	"None"
"nodule_number_per_plant"	"genodnf1/dnf2"	98.5587303180105	86.6878019949883	1.13693885471578	0.261451887858427	"None"
"nodule_number_per_plant"	"genodnf5/dnf2"	98.5666666666668	81.3154692547254	1.2121514832301	0.231643752753492	"None"
"nodule_number_per_plant"	"genordn1"	578.778659003618	94.902006204687	6.09869782684355	2.0593857135001e-07	"Up"
"nodule_number_per_plant"	"genosunn1"	187.266666666667	81.3154692547253	2.30296484030663	0.0258537134763666	"Up"
"nodule_number_per_plant"	"genosunn4"	246.866666666667	81.3154692547256	3.03591271045049	0.00393983404025327	"Up"
"average_area_per_nodule"	"genohcl"	0.00842540268472467	0.00205913919638951	4.09171108951631	0.000201520688864322	"Up"
"average_area_per_nodule"	"genoipd3"	-0.00387324067609634	0.00219461667213254	-1.76488255342226	0.0852180713714898	"None"
"average_area_per_nodule"	"genolatd"	-0.00228341532912026	0.00366798950789097	-0.622525043817039	0.537129646100354	"None"
